product,price
Ruger 5437 LCR LCRx Single/Double .22 WMR 3 6 Round Bl,$498.00
"Ruger 10/22 Deluxe Model 10/22DSP, .22 LR 18 1/2"" Blued Barre",$360.00
Ruger American .308 Win. Black Synthetic 6903,$373.00
"CZ-USA 01416 CZ 97 BD 10+1 .45 ACP 4.8""",$786.00
"Citadel CIT45CSP 1911 Compact 7+1 .45 ACP 3.5""",$408.00
Taurus 692 357MAG/38SP Black 3 7RD Adjustable Sights INCLUDES 9,$494.00
Beretta M9A3 9mm 3MAGS 17RD,$779.00
Smith & Wesson M&P Bodyguard 380 Crimson Trace Pistol,$397.00
Ruger .22 LR Charger 15+1 Black/Polymer,$271.00
"Emperor Arms MTP20 20 GA 4+1rd 2 3/4 or 3"" 18.5""",163.0000OUT OF STOCK
Bond Arms BARW 45/410 Rowdy .45 LC .410 GA/.45 LC,$295.00
Beretta CX4 Storm 9mm 17+1 with Top Rail,$799.00
"Smith & Wesson SD9VE 9mm 4"" 16+1",$365.00
"Rossi USA Single Round Break Open .410 Bore 28"" 3"" Black Synthe",$115.00
Springfield Armory XD(m) .45ACP 4.5 Black,$573.00
Beretta 9mm BLACK 17RD ITALY TYPE F,$998.00
"CZ-USA CZ 457 Varmint Bolt .22 LR (LR) 20.5 5 Turkish Walnut, ",$487.00
Kimber Micro 9 Triari 3.15 in. Black 7 RD.,$598.00
Tikka T3 JRTXE382 T3x Lite Bolt 6.5 CRD 24.3 3+1 Synthetic Blac,$599.00
"CZ 457 Lux .22 LR 24.8"" Turkish Walnut 5+1 (02301)",$478.00
RUGER 10/22 INTERNATIONAL SS/WD .22 LR ,$375.00
"Dan Wesson 1911 Specialist Stainless .45 ACP 5"" Night Sights","$1,369.00"
"Smith & Wesson - PC M&P Shield M2.0, 40SW, 3.1\"" Ported Barre",$505.00
Kimber 2020 Shot Show Custom LW (OI) .45ACP 8+1,$785.00
"Smith & Wesson SD9VE 10+1 9MM 4"" MASSACHUSETTS TRIGGER",$365.00
"Winchester 512296393 SXP Trap Pump 12 GA 30"" 3"" Walnut Stock Bl",$416.00
Springfield Armory XD(M) .45 ACP 13+1 Threaded,$591.00
"Savage 110 High Country 6.5PRC 24""",$893.00
Ruger Mark IV 22/45 4.4 S/A 10+-,$504.00
RUGER GP100 .357MAG 4.2 Adjustable Sights,$875.00
COLT LW COMM 45AP Pistol B GUNSITE,"$1,225.00"
Savage 93GL .22 MAG AT Lefthand WOOD,$254.00
Savage MKIIGL .22 LR AT Lefthand WOOD,$215.00
"Smith & Wesson 500 5RD .500Smith & Wesson MAGNUM 8.38""","$1,137.00"
Ruger AMER-RF .22 LR Threaded Barrel BLK/SYN,$346.00
"Smith & Wesson Performance Center Shield M2.0 9mm 4"" Ported w/4",$784.00
"Henry Shotgun 410 Gauge 20"" 5+1 2.5"" Blued American Walnut RH",$699.00
"Savage MSR 10 Long Range 6.5 CRD 22\"" 10+1","$1,891.00"
Kimber Micro 9 Eclipse Stainless / Black 9mm 3.15in 7Rd,$736.00
Remington 700 ADL Camo .223 Remington 26 W/SCOPE,$448.00
PTR PDW 308 8.1 WSM TAC 20,"$1,131.00"
Springfield Armory M1A STD 22 308 Flat Dark Earth,"$1,425.00"
Smith & Wesson 10057 M&P10 Performance Center Semi-Automatic 6.,"$1,791.00"
Cimarron 1872 OPEN TOP 38C/SPL 7.5,$482.00
"Heritage - Rough Rider, 22 Combo, 16"" Barrel, Fixed Sights, Blu",$187.00
Remington Firearms 85755 783 with Scope Bolt 7mm Remington Magn,$373.00
CVA SCOUT Takedown COMPACT .300 Black ,$358.00
Savage 110 Elite Precision 6.5 Creed,"$1,601.00"
"Ruger GP100 .357 Mag 5"" Stainless (1740)",$711.00
Remington 700 SPS Tactical 6.5 CRD Threaded Barrel Ghillie Gree,$683.00
"TRI-STAR SPORTING ARMS TT-15A Combo 12 GA 34"" Unsingle/32"" Over","$1,508.00"
"Remington 783 Tactical 6.5 CRD 16"" Heavy Threaded Flat Dark Ear",$395.00
"Ruger Redhawk .357 Mag 4.2\"" Stainless 8 Round",$906.00
"TRI-STAR SPORTING ARMS 20128 Raptor Semi-Automatic 12 GA ga 28""",$363.00
Henry H01530-30 Winchester Singleshot Break Open 30-30 Winchest,$406.00
"Rossi - R92,44Mag,24""Octagon Barrel,Buckhorn Sights, Polished B",$570.00
HENRY H012M41 STEEL 41MAG,$703.00
TRI-STAR SPORTING ARMS SETTER O/U 28GA 28VR,$460.00
Henry H014S223 Long Ranger with Sights Lever .223 REM/5.56 NATO,$840.00
Smith & Wesson M629 .44 MAG 7.5 PC HNTR BP STAINLESS,"$1,228.00"
Beretta M9A3 9mm Flat Dark Earth 17+1 3 mags,952.0000OUT OF STOCKReserve Item
"Thompson Center T/CR22 Performance Center .22 LR 20"" Hogue Stoc",$449.00
CZ 75 COMPACT SDP 9MM Black HEINIE Night Sights 2 14RD,"$1,324.00"
Walther LE PPQ .22 LR Black,$319.00
"Smith & Wesson M686 PLUS 7RD 357MAG/38SP +P 2.5""",$758.00
Remington 700 VTR VAR 308 22 Flat Dark Earth,$741.00
"CZ-USA Redhead PREM 12 GA 28"" MC5",$873.00
"CZ 457 American .22 MAG 24.8"" Turkish Walnut 5rd (02311)",$448.00
FN HERSTAL 66100375 509 Tactical 9mm Double Action 4.5 17+1 Bla,$899.00
CVA Scout 350 LEGEND,$357.00
"Smith & Wesson M&P340CT 5RD 357MAG/38SP +P 1.87"" W/ CRIMSON TRA","$1,007.00"
 Taurus 692 .357 MAG Stainless Steel 2.5 7RD Adjustable Sights,$522.00
Glock 44 .22 LR 10+1 Flat Dark Earth ,$400.00
Savage .338 LAP 26 HB MB LAM,$846.00
 American Tactical Imports NOMAD SNGSHT 20 GA 26B,$102.00
"Heritage Manufacturing Rough Rider 6RD .22 LR 6.5"" Jonny Boy",$149.00
Ruger GP100 .22 LR 5.5 Adjustable Sights WD/SS,$702.00
Ruger Mark IV Hunter .22 7 Stainless Steel,$649.00
MOSS 27867*PATRIOT 20 308 Y Scope Synthetic,$364.00
Smith & Wesson 12460 648 .22 WMR 6 8 Round Stainless Black Synt,$668.00
"Ruger MK IV Target .22 LR 5.5"" Blued 10+1",$448.00
"Heritage Manufacturing Rough Rider 6RD 22LR/22MAG 6.5"" Jonny Bo",$206.00
Phoenix HP22 .22 LR Nickel Black Grip,$153.00
FN HERSTAL FNX-45 Tactical 45AP 15 Flat Dark Earth RD,"$1,299.00"
Ruger American Predator .308WIN Moss Green,$420.00
"Savage B22 FVSR .22 LR 16.25"" Threaded, Black Synthetic Stock 1",$280.00
FCL G43 9MM 3.25 8 RD,$691.00
"Cimarron CA9081 Man With No Name 6RD 38SP 7.5""",$547.00
Savage 26700 MKIIF .22 LR AT,$204.00
"Smith & Wesson M69 5RD 44MAG/44SP 4.25""",$758.00
Century Arms PSL54 7.62x54R w/Scope,"$2,068.00"
Mossberg 28019 Patriot Night Train Bolt 6.5 CRD 24 5+1 Syntheti,$643.00
"Stoeger Condor Longfowler O/U 20 GA 30\"" Shotgun 31064",$390.00
Ruger MKIV TRGT .22 LR 10 SS/SYN 10+1,$579.00
CI BERETTA M-71 PISTOL .22 LR,$362.00
CZ-USA 557 Varmint 308 WIN,$805.00
"Ruger 5104 Vaquero 6RD .45 LC 5.5""",$689.00
Heritage Manufacturing Arms Blue Single Action 6 Round 22 LR/22,$206.00
Remington Firearms 85756 783 with Scope Bolt 300 Win Mag 24 3+1,$406.00
Henry H014S308 Long Ranger with Sights 308 20 4+1,$840.00
MIDLAND BACKPACK SHOTGUN 20 GA 26,$139.99
North American Arms MOM .22 LR 1IN FS TL,$286.00
FN HERSTAL 36365-01 FN HERSTAL 15 Tactical Carbine II Semi-Auto,"$1,399.00"
"Ruger 0318 Blackhawk Convertible 6RD 357MAG/9mm 6.5""",$636.00
"Remington V3 SPORT 12 GA 26"" 3IN RC2 Synthetic",$677.00
Ruger 18032 Precision Rifle Bolt 6mm Creedmoor 24 10+1 Precisio,"$1,100.00"
Sig Sauer 1911CAR45SPARTANII 1911 Carry Spartan II .45 ACP Sing,"$1,149.99"
"Benelli 20120 SuperNova 4+1 3.5"" 12 GA 26""",$599.00
SIG SAUER P320 X-COMPACT 3.6 15RD Black Night Sights,$670.00
Walther Arms CCP M2 .380 ACP BK/BK 3.54 8+1,$392.00
"Hrtg RR .22 LR 6rd 16"" Betsy Ross",$166.00
Ruger 18081 Precision Bolt 300 Winchester Mag 26 5+1 ,"$1,645.00"
CZ-USA DRAKE 12GA 28 CT5,$587.00
North American Arms (NAA) NAA-22LLR Mini-Revolver 5RD .22 LR 1,$230.00
"North American Arms (NAA) NAA-PUG-T The Pug 5RD .22 MAG 1""",$321.00
KEL-TEC CNC RFB 308 Win High Effeciency Rifle Forward-Ejection ,"$1,241.00"
Ruger Precision .308WIN 10+1 Black,"$1,258.00"
Taurus R/HUNTER .44 MAG REV 8.375 B/S,$685.00
Savage Arms B22 PRECISION .22 LR 18 Threaded Barrel,$497.00
"Smith & Wesson M360PD 5RD 357MAG/38SP +P 1.87""",$892.00
Ruger Mark IV Target Single/Double Action .22 LR (LR) 5.5 10+1,$491.00
Chiappa Firearms 340251 1873 .38 Spc 4.75 6 Round Black Cerakot,$358.00
"Stoeger Uplander Longfowler Side by Side 12GA 30"" Shotgun",$386.00
"S&W M29 Classic 6RD 44MAG/44SP 6.5""","$1,177.00"
Savage LONG RANGE HUNTE .338 LAP 26,"$1,078.00"
"Cimarron CA9081SSI01 Man With No Name/Snake Inlay 6RD 38SP 7.5""",$705.00
"Smith & Wesson M460XVR 5RD 460Smith & Wesson 8.38""","$1,194.00"
Marlin 1894CB45 .45 LC COWBY 20 Walnut,$821.00
"Remington 96339 R1 Enhanced Threaded Barrel 8+1 .45 ACP 5""",$767.00
"Winchester 512270292 SXP Waterfowl Hunter 4+1 3.5"" 12 GA 28""",$384.00
"Ruger 8334 American Rimfire Bolt .22 LR 18"" Threaded Barrel 10+",$344.00
"Cimarron CA514M00 Model P U.S. Cavalry 6RD .45 LC 7.5""",$546.00
Springfield Armory 1911 EMP 9MM LUGER 4 LTW.,$958.00
Browning 22 Auto Grade 1 .22 LR ,$599.99
NAA .22 LR 1 1/8 Stainless Steel MOM TALO,$288.00
"Savage Arms 110 Tactical, 6.5 CRD 24"" Threaded Barrel Bl",$647.00
"Savage Axis XP .243 Win 22"" Matt Black w/Scope 4+1",$349.00
Smith & Wesson SW22 VICTORY TARGET .22 LR 6 FLUED OPTIC PKG,$788.00
Walther Arms PPQ Q4 TAC 9MM 4B 15/17R B,$699.00
"A. Uberti Firearms 1873 Sporting Rifle .45 LC 24 1/2"" 13+1","$1,058.00"
Winchester XPR Hunter 350 Legend w/3-9 Scope Bronze 22 IN. 3 RD,$648.00
"Franchi Affinity Catalyst 2 3/4\"" and 3\"", Walnut 12 GA 28\"" 40",$849.00
"Uberti 1872 Open Top Late Model Army Revolver, .45 Colt, 7.5",$472.00
Cimarron FRONTIER PATTON .45 LC 4.75,$681.00
Taurus R/HUNTER 357 REV 5.125B,$671.00
RUGER VAQUERO .357 MAG 5.5 BOBBY TYLER CCH 1/500,$853.00
CVA SCOUT V2 Takedown 6.5CREED 24 Stainless Steel Black W/ RAIL,$359.00
Ruger 5464 LCR LCRx Single/Double Action 9mm 1.87 5 Round Black,$572.00
RUGER REDHAWK .44 MAG | 44 SPECIAL,$896.00
Savage 96200 93R17BTVS .17 HMR AT LAM,$394.00
KEYSTONE SPORTING ARMS CRICKETT .22 LR,$139.00
Bergara RIDGE WILDERNESS 300WIN GRAY,$849.99
Dan Wesson 1911 Discretion .45 ACP 5.7in 8+1 Black,"$1,864.00"
Springfield Armory MA9226NT M1A Loaded *NY Compliant* 10+1 Fixe,"$1,544.00"
Savage 70800 B17 F Bolt .17 HMR 21 10+1 Synthetic Black Stock B,$261.00
Savage 13783 Rascal Youth Bolt .22 LR (LR) 16.125 1 Synthetic ,$167.00
"Remington Model 700 Stainless Steel 5-R .308WIN 20""",$901.00
Savage MSR15 18 224 Valkyrie 25+1,"$1,240.00"
"Henry H004ES Goldenboy Lever 22 S/L/LR 20"" Eagle Scout Edition",$850.00
"Sig Sauer 238-380-XTM-BLK P238 Extreme 7+1 .380 ACP 2.7""",$609.00
Smith & Wesson 11814 M&P 40 Shield M2.0 Double Action 40 Smith ,$436.00
Springfield Armory XDE45 XDE93345BE 3.3 6+1 .45 ACP,$508.00
"Smith & Wesson S&W500 5RD 500Smith & Wesson 6.5""","$1,137.00"
"Bergara Rifles B14LM301 B-14 HMR Bolt 300 Winchester Magnum 26""",$949.99
"Smith & Wesson M351C 7RD .22 MAG 1.87""",$615.00
"Remington 1187 SPT FLD 12 GA 28"" SATWAL",$648.00
"Ruger 0813 Super Blackhawk 6RD .44 MAG 4.62""",$696.00
Ruger AMERICAN RF 22WMRF CMPBLK/SYN,$320.00
"Cimarron CA151 1875 Outlaw 6RD .45 LC 7.5""",$512.00
"CZ 1012 Bronze 12 GA 28\"" 4+1 (06353)",$561.00
CZ BOBWHITE G2 Stainless Steel 12GA 28,$577.00
Rossi USA 410/22WMR 18.5 Black,$187.00
CMMG Inc. RESOLUTE 300 350LGND 16.1 MB,"$1,279.00"
Thompson/Center Arms T/CR22 .22 LR Red Dot Sling Case Kit,$352.00
"Rock Island - Armscor - The Rock Standard, 22TCM, 5"" barrel, Bl",$609.00
"Smith & Wesson S&W500 5RD 500Smith & Wesson 10.5"" PERFORMANCE C","$1,443.00"
Savage 70803 B17 FVSR Bolt .17 HMR 16.25 10+1 Synthetic Black S,$294.00
Savage 308 20TB Black ACU 10,$645.00
FIME REX ALPHA 9MM 5 COMPETITION READY 3 17RD,$766.00
CZ-USA Bren 2 Manual Safety 7.62X39mm 14.17 30+1,"$1,616.00"
Ruger 10/22 Dragon .22 LR Red Lam 18.5 in. 10 Rd.,$364.00
BERETTA 92X G 9MM W/RAIL,$650.00
Walther Arms CCP M2 .380 ACP SS/BLK 3.54 8+1,$418.00
"Kimber Stainless LW .45ACP, 5"", Reverse Two-Tone Pistol, White",$644.00
Savage Arms 110 PRECISION 300WIN 24 Threaded Barrel,"$1,207.00"
LYM 1878 SHARPS 45-70 30 Wood,"$1,488.00"
CZ 75 SP-01 9MM Flat Dark Earth 18RD,$721.00
Remington 783 W/SCP 308 22 MOBU,$406.00
"Smith & Wesson M60 5RD 357MAG/38SP +P 3""",$675.00
"Charter Arms 72224 Pathfinder 6RD .22 LR 2""",$330.00
ATI NOMAD 410GA 26 SGL Round Black,$101.00
Beretta 92X COMPACT 9MM 13RD,$700.00
"Taurus 992SS4 M992 Tracker 9RD 22LR/22MG 4""",$517.00
Smith & Wesson M&P9SHIELD 10038 *MA* 9mm 3.1 NMS,$369.00
GLOCK PG3530101MOS G35 G4 40S 10R Adjustable Sights,$678.00
Remington Firearms 84583 700 PCR Bolt 260 Remington 24 5+1 Magp,$773.00
Ruger Precision 6.5 Creed 10+1 Barrett Brown,"$1,348.00"
"Smith & Wesson 610 10mm 4\"" Stainless Steel",$859.00
TRAILBLAZER LIFECARD .22 LR BURNT BRONZE,$375.00
American Tactical Imports ATIGKOF12SVE CAVALRY SX OU 12 28IN,$487.00
"Ruger Mark IV Target .22 LR Single 5.5"" 10+1 Black Synthetic G",$545.00
Savage 96222 93R17GVXP .17 HMR AT W/SCP,$324.00
Henry H018-410 Shotgun Lever .410 GA2.5 24,$734.00
Rossi 920441613 R92 Lever Action Carbine .44 MAG 8+1 16 Hardwoo,$508.00
Smith & Wesson M&P9SHLD 11901 9mm 3.1 MTS 2.0 Crimson Trace Gre,$543.00
"North American Arms (NAA) NAA-PUG-D The Pug 5RD .22 MAG 1""",$317.00
Beretta USA J92M9A3M4 M9A3 Italy Type F 9mm Single/Double Actio,$998.00
MSBRG MVP LR THUN RNCH 7.62/20 10RD,$753.00
Browning 018182327 Citori CXT White Over/Under 12 GA 32 2 3 Adj,"$2,304.00"
Winchester Guns 512395292 SXP Hybrid Hunter Pump 12 GA 28 4+1 3,$380.00
RUGER 10/22 INTERNATIONAL BL/WD 1265,$358.00
"Ruger - 10/22 Sporter American Eagle, 22 LR, Adj Sights, Sat",$359.00
"Ruger Vaquero .45 LC 5.5"" FS 6rd",$777.00
RUGER AMERICAN .17 HMR 18 Stainless Steel 9RD,$452.00
Taurus R/HUNTER .44 MAG REV 5.125 B/S,$678.00
RUGER AM RFL HNTR 308 Flat Dark Earth 5RD,$687.00
Auto Ordnance M1 CARB SOLDIER 30CAL 15RD,"$1,068.00"
"Walther Arms - Q5 Match SF Pro, 9mm, 5"" Barrel, Fiber Optic Frt","$1,609.00"
SAVAGE AXIS II PREC 6.5CR 22B Threaded Barrel,$766.00
"Cobra - Classic Derringer, 22 Mag, 2.4"" Barrel, Black, Rosewood",$144.00
"Cobra - Big Bore Derringer, 380 ACP, 2.75"" Barrel, Fixed Sights",$147.00
"Savage 301 Turkey 20 GA 26"" Mossy Oak Bottomlands (19618)",$155.00
Bergara B14R .22LR 18 Steel,$949.99
Heckler & Koch (H&K) P30SK LEM SC 9MM Night Sights 10R,$720.00
Mossberg PATRIOT 22 308 Scope Synthetic,$441.00
"Remington 700 SPS Stainless Steel 7mm Mag, Stainless Steel",$688.00
"Mossberg 935 Turkey 12 GA 22"" Mossy Oak Bottomland 3.5"" Chamber",$613.00
Springfield Armory PG9109PG 911 .380 ACP Single 2.7 6+1/7+1 Ivo,$459.00
CZ Shadow 2 9mm Luger 4.89 17+1 Black Steel Blue Aluminum Grip,"$1,179.00"
"Benelli 11021 M2 Field 3+1 3"" 12 GA 24""","$1,299.00"
SRM 1216 12GA 16 round Removable Mag,"$1,785.00"
"CZ Bren 2 Ms Pistol 7.62x39mm 9""","$1,490.00"
"Benelli NOVA Entry 14"" NFA Short Barrel Shotgun Tactical Rifle ",$549.00
Savage 93R17 Minimalist .17 HMR Brown,$294.00
"Emperor Arms MXP12 12GA Pump 28""",181.0000OUT OF STOCK
RUGER MARK IV STANDARD .22 LR,$367.00
Savage 19619 301 Break Open 20 GA 26 1 3 Mossy Oak Obsession Sy,$161.00
Auto Ordnance 1911 A1 5 .45 ACP 45th Pres Trump,"$1,159.00"
Cobra Derringer- Classic -25ACP - CHRM/Blk&Pnk Pearl Chrome w B,$147.00
"Smith & Wesson 10199 M&P 22 Compact Single .22 LR (LR) 3.5"" Th",$391.00
Remington ACTION 700 LA Stainless Steel MAG,$405.00
CVA HUNTER 45-70 25IN,$261.00
CIMARRON PISTOLERO .38SPL/.357,$478.00
Savage A17 .17 HMR TARGET SPORTER LAM,$470.00
"Ruger 5101 Vaquero 6RD .45 LC 5.5""",$689.00
Henry H01512 Single Round Steel Break Open 12 GA 28 3.5 America,$400.00
HENRY SINGLESHOT 45-70 BL/WD,$376.00
Springfield Armory M1A 308 Walnut Black LOADED,"$1,637.00"
Remington Model 700 SPS Varmint 308 26,$611.00
CZ-USA ACCUSHADOW 2 9MM Black 18+1,"$1,877.00"
Sig Sauer M11A110 P229 Compact M11-A1 Single/Double Action 9mm ,$949.99
"Ruger 0802 Super Blackhawk 6RD .44 MAG 7.5""",$689.00
"Smith & Wesson M&P340 5RD 357MAG/38SP 1.87""",$765.00
Savage MKIITRRSR .22 LR THREADED BBL,$509.00
"Taurus 992SS6 M992 Tracker 9RD 22LR/22MG 6.5""",$517.00
"Remington 700 5-R Gen 2 6.5 CRD 24"" 4+1 Synthetic HS",$934.00
Sig Sauer 1911R45SPARTANII 1911 Full Size Spartan II .45 ACP Si,"$1,149.99"
"Ruger American Hunter 6.5 CRD 20"" Magpul Stock 5+1",$667.00
CZ Shadow 2 Orange 9mm 17+1,"$1,929.00"
"Cimarron MP415 Model P 6RD .45 LC 7.5""",$491.00
"Henry Big Boy .44 MAG Color Case Hardened 20"" 10+1",$820.00
"Ruger - Redhawk, 44 Rem Mag, 4.2\"", Stainless, Ramp Front/Adj",$896.00
Sig Sauer 238380SPARTA P238 Micro-Compact Spartan II .380 ACP (,$629.99
Stoeger M3000 12GA Black Shotgun 31830,$499.00
Taurus R/HUNTER 357 REV 8.375B,$699.00
"Smith & Wesson M629 CLASSIC 6RD 44MAG/44SP 6.5""",$868.00
Smith & Wesson M&P40SHLD 11817 40 3.1 2.0 LSRGRD 6/7R ,$605.00
Savage 57009 10/110 Tactical LH Bolt 7.62 NATO/.308 WIN NATO 24,$647.00
Savage AXIS II XP 308 WIN BUSHNELL,$391.00
"Smith & Wesson M629 6RD .44 MAG 2.62"" PERFORMANCE CENTER",$975.00
"Smith & Wesson M640 ENGRAVED 5RD 357MAG/38SP +P 2.12""",$857.00
North American Arms (NAA) NAA-22MSC-P Ported Mini-Revolver 5RD ,$293.00
"Ruger 77 .357 Mag. Stainless 18.5"" 5rd 7405",$792.00
Savage 110FCP .338 LAP HSP STOCK,"$1,372.00"
Weatherby ORION 1 12GA 28IN MC3,$702.00
Ruger PREDATOR .223 Remington MOSS Green 10RD AR,$456.00
American Tactical Imports GSG 922 .22 LR 3.4 NO SUPPRESSOR 10R,$316.00
"Ruger 5109 Vaquero 6RD 357MAG/38SP 4.62""",$689.00
Savage 20700 MKIIG .22 LR AT WOOD,$230.00
Heritage Manufacturing ROUGH RIDER .22 LR 6.5 Black PEARL GRIP,$143.00
"Remington 700 Long Range 300 Win Mag 26"" Barrel M40 Tactical St",$713.00
Smith & Wesson M686 PFM 357 6 WGTBBL STAINLESS,"$1,285.00"
MIDLAND 410GA 18.5 SINGLE Round Black FULL,$139.99
Sig Sauer MCX VIRTUS 300BLK 9 SBR FDE TELE FOLD,"$1,691.00"
KIMBER 9MM MICRO 9 STAINLESS TFX PR,$622.00
Ruger .22 LR 10RD BRWN T,$723.00
Ruger SP101 WILEY CLAPP .357 MAG 3 Stainless Steel,$741.00
Remington ACTION 700 LA Stainless Steel 300 ULT MAG,$425.00
Stevens 301 SINGLE Round 20 GA 26,$167.00
Browning BAR MK3 3006,"$1,079.99"
Springfield Armory Range Officer Champion .45 ACP,$798.00
"Smith & Wesson M340PD 5RD 357MAG/38SP +P 1.87""",$892.00
Ruger 1764 GP100 StandaRound Single/Double Action 327 Federal M,$659.00
Springfield Armory 911 .380 ACP 2.7 Stainless Steel GREEN VIRID,$575.00
Ruger .44 MAG 5.5 Stainless Steel W/ Black MICARTA GRIPS,$705.00
"Savage 47007 A17 Heavy Barrel Semi-Automatic .17 HMR 22"" 10+1 ",$418.00
POF-USA 01235 Revolution Gen 4 Semi-Automatic 308 Winchester/7,"$2,119.00"
Crickett KSA2235 Single Round Bolt .22 LR (LR) 16.12 1 Synthet,$145.00
Smith & Wesson 11705 M&P 45 Shield *MA Compliant* Double Action,$432.00
"CVA CR5432 Hunter Break Open 450 Bushmaster 25"" 1 Synthetic Bla",$228.00
Savage 110 HOG HNTR 308 WIN,$445.00
"Smith & Wesson M63 8RD .22 LR 3""",$680.00
"Smith & Wesson M642CT 5RD 38SP +P 1.87"" W/ CRIMSON TRACE",$618.00
"TAYLORS & CO. INC. 5000DE 1873 Gunfighter Deluxe .357 MAG 5.5"" ",$605.00
"Remington V3 SPORT 12 GA 26"" 3IN RC2 Walnut",$745.00
"Ruger American 6.5CR GO WILD 22"" Threaded Barrel",$527.00
Savage 22903 MSR10 Hunter Semi-Automatic 6.5 CRD 18 20+1 Alumin,"$1,234.00"
Mossberg Silver Reserve Combos Break Open 12 & 20,$918.00
Winchester 535205138 70 Alaskan Bolt 375 Holland & Holl,"$1,175.00"
Savage 93FVSR .22 MAG HB Threaded Barrel RAIL,$275.00
Smith & Wesson M986 PERF CENTER 9MM 5 STAINLESS,"$1,086.00"
"CZ-USA Redhead PREM TGT 12 GA 30"" MC5","$1,239.00"
Browning AB3 HNT 308,$599.99
Springfield Armory 911 .380 ACP Black 2.7 Green LASER,$655.00
Remington 700 SPS TAC 6.5CREED 22 HVY TAN BBL Black Stock,$701.00
"Remington VERSA MAX Sportsman 12 GA 28"" PB Black",$845.00
Savage MKII XP .22 LR W/SCOPE,$254.00
Smith & Wesson 11704 M&P 45 Shield *MA Compliant* Double Action,$432.00
Rock Island Armory 51108 M22 TCM Bolt 22 TCM 22.75 5+1 Wood Sto,$362.00
Browning T-Bolt .22 LR Target/Varminter,$649.99
"Browning 051428490 Buck Mark Plus UDX 10+1 .22 LR 5.5""",$469.99
"North American Arms (NAA) NAA-BWL Black Widow 5RD .22 LR 2""",$282.00
Walther Arms PPQ M2 Double Action 9mm 5 15+1 Black Polymer Grip,$634.00
"Browning 051802490 1911-22 A1 10+1 .22 LR 4.25""",$549.99
Ruger KSRH2480 SRDHWK 480RUG 2.5 Stainless Steel,$978.00
"Browning Buckmark 22 MICRO BULL 4"" Black",$325.00
"Cimarron Pistolero .45 LC 4 5/8"" 6 Round Walnut Grip",$415.00
Remington RM380 MICRO .380 ACP 2.9 6RD BLUE,$346.00
"Taurus Raging Hunter .44 MAG 8 3/8"" Black/Stainless",$761.00
Lee Enfield Ishapore Number 1 Mark III rifle (SMLE) Short Magaz,$249.99
Ruger Mark IV .22 LR (LR) 4.4 10+1 Black Polymer Grip Black,$482.00
"Ruger 0308 Blackhawk Convertible 6RD 357MAG/9mm 4.62""",$630.00
Ruger SP101 Standard Single/Double Action 9mm 2.25,$604.00
Thompson/Center Arms P/H Rifle FRAME,$360.00
"Cimarron CA850 Model 3 Schofield 6RD .45 LC 7""",$990.00
A. Uberti Firearms 1873 Cattleman II .45 LC,$467.00
Remington Action 700 Short Action Carbon Steel .308WIN,$371.00
Rossi USA 20GA. YOUTH 22 MODIFIED,$147.00
"Savage 42 Takedown 22WMR/410 20"" Black ",$421.00
Remington Firearms 85888 783 with Scope Bolt .30-06 Springfield,$562.00
HENRY SINGLESHOT .308 Winchester,$410.00
"Smith & Wesson M629 6RD 44MAG/44SP 4""",$824.00
Savage 57277 Axis XP with Scope Bolt 6.5 CRD 22 4+1 Synthetic M,$411.00
STEVENS 555E O/U 16GA 28 MC5 SILVER ENGRAVED/WALNUT,$678.00
Sig Sauer 9389SPARTANI P938 Micro-Compact Spartan II 9mm Single,$699.99
TAYLORS & CO. INC. 555161 Devil Anse Revolver Single .45 LC 4.7,$508.00
Browning 035475282 X-Bolt Hells Canyon Speed Suppressor Ready B,"$1,046.00"
"Smith & Wesson Performance Center Shield M2.0 .40 S&W 4"" FO Sig",$493.00
"Benelli 20071 Nova 4+1 3.5"" 12 GA 28""",$499.00
"STOEGER M3500 12GA 26"" Max 5 Camo",$699.00
"Kimber K6s Classic Engraved .357 Mag 2"" 6rd","$1,198.00"
Stoeger Waterfowl Semi-Auto Shotgun 12 ga. 28 in. 3.5 in. Chamb,$799.00
"Benelli SBE III 12 GA 28"" Sitka Optifade Timber, Comfortech 3","$1,799.00"
"A. Uberti Firearms 1873 Cattleman 12 Round Revolver 356187, .22",$477.00
CZ CUSTOM SP-01 9MM HAMMER TRIGGER GUIDE ROD,"$1,101.00"
Magnum Research M380 .380 ACP 3 7RD BLK/GOLD,$781.00
TAURUS 1911 .45 ACP 4.25 STARS/STRIPE,$585.00
Smith & Wesson M&P 2.0 .40 S&W 5 15RD Black NMS,$596.00
"Savage 22165 Stevens 555 O/U 12 GA 28""",$536.00
"Henry Repeating Arms Big Boy 44 Mag /44 Special 16.5"" 7R",$820.00
Ruger American Rifle with GO WILD Camo 450 Bushmaster 3-Rd,$527.00
CI CZECH CZ-82 9X18MM 2-12RD,$456.00
FC VIPER M3D GLOCK 19 9MM 21RD Black,$939.00
Henry Lever Action Sidegate 38-55 Brass,$810.00
Henry Repeating Arms LVR SIDE GATE 35REM Walnut,$830.00
Remington ACTION 700 LA CARBON,$364.00
CZ-USA DRAKE 20 GA 28 CT5,$577.00
Remington R11 10mm Hunter Long Slide 6,$974.00
Springfield Armory PI9229L 1911 Single 9mm 4 9+1 Black G10 Grip,$992.00
